,Date,Account Number,Balance,AccountType_actual,AccountType
450,2014-05-07,1,-44534.37147081742,Sole Trader,Sole Trader
451,2014-05-09,1,-174787.0958971701,Sole Trader,Sole Trader
452,2014-05-10,1,-65932.5922120818,Sole Trader,Sole Trader
453,2014-05-12,1,315018.0800982428,Sole Trader,Sole Trader
454,2014-05-13,1,-83142.11841004988,Sole Trader,Sole Trader
455,2014-05-14,1,173600.9191515107,Sole Trader,Sole Trader
456,2014-05-14,1,-80399.46873329049,Sole Trader,Sole Trader
457,2014-05-14,1,61517.414983886236,Sole Trader,Sole Trader
458,2014-05-16,1,147955.09029059362,Sole Trader,Sole Trader
459,2014-05-17,1,-108516.94481972743,Sole Trader,Sole Trader
460,2014-05-17,1,147658.61935857864,Sole Trader,Sole Trader
461,2014-05-18,1,46912.354746038094,Sole Trader,Sole Trader
462,2014-05-19,1,-158874.10365117117,Sole Trader,Sole Trader
463,2014-05-20,1,-68281.0169350266,Sole Trader,Sole Trader
464,2014-05-20,1,-354749.273983705,Sole Trader,Sole Trader
465,2014-05-21,1,-160549.20288296466,Sole Trader,Sole Trader
466,2014-05-23,1,-35696.64668003496,Sole Trader,Sole Trader
467,2014-05-24,1,81928.68148206611,Sole Trader,Sole Trader
468,2014-05-25,1,-72877.30839680534,Sole Trader,Sole Trader
469,2014-05-26,1,-250175.0137052407,Sole Trader,Sole Trader
470,2014-05-28,1,119575.38805372483,Sole Trader,Sole Trader
471,2014-05-28,1,-73643.62016156664,Sole Trader,Sole Trader
472,2014-05-30,1,-72846.7988574345,Sole Trader,Sole Trader
473,2014-05-31,1,-151922.93936539278,Sole Trader,Sole Trader
474,2014-06-02,1,-332193.82661655685,Sole Trader,Sole Trader
475,2014-06-03,1,101809.13868179609,Sole Trader,Sole Trader
476,2014-06-04,1,-179246.93460821267,Sole Trader,Sole Trader
477,2014-06-04,1,3861.349927046889,Sole Trader,Sole Trader
478,2014-06-06,1,-140791.41144239053,Sole Trader,Sole Trader
479,2014-06-06,1,-225396.86440180536,Sole Trader,Sole Trader
480,2014-06-07,1,-204295.86366551992,Sole Trader,Sole Trader
481,2014-06-07,1,75789.21873362327,Sole Trader,Sole Trader
482,2014-06-08,1,-10612.723768180615,Sole Trader,Sole Trader
483,2014-06-09,1,-202198.58083766158,Sole Trader,Sole Trader
484,2014-06-11,1,92337.67791826959,Sole Trader,Sole Trader
485,2014-06-12,1,-70676.66362252508,Sole Trader,Sole Trader
486,2014-06-13,1,-41176.074921133346,Sole Trader,Sole Trader
487,2014-06-15,1,32310.614723489765,Sole Trader,Sole Trader
488,2014-06-16,1,-242908.49982423353,Sole Trader,Sole Trader
489,2014-06-17,1,-83627.89222719225,Sole Trader,Sole Trader
490,2014-06-18,1,-130518.11868395928,Sole Trader,Sole Trader
491,2014-06-18,1,-38895.75510226522,Sole Trader,Sole Trader
492,2014-06-19,1,89834.80244823778,Sole Trader,Sole Trader
493,2014-06-20,1,40424.856502357,Sole Trader,Sole Trader
494,2014-06-21,1,-131739.34043522534,Sole Trader,Sole Trader
495,2014-06-22,1,165605.35482439655,Sole Trader,Sole Trader
496,2014-06-22,1,111657.72731486475,Sole Trader,Sole Trader
497,2014-06-24,1,142755.83558323974,Sole Trader,Sole Trader
498,2014-06-25,1,-73482.04309871417,Sole Trader,Sole Trader
499,2014-06-26,1,-137533.20723686664,Sole Trader,Sole Trader
500,2014-06-27,1,-47589.32383791162,Sole Trader,Sole Trader
501,2014-06-28,1,138081.82274014404,Sole Trader,Sole Trader
502,2014-06-30,1,-180099.4808673005,Sole Trader,Sole Trader
503,2014-07-01,1,-196935.9181161674,Sole Trader,Sole Trader
504,2014-07-02,1,91022.73094303714,Sole Trader,Sole Trader
505,2014-07-03,1,-326577.00422221347,Sole Trader,Sole Trader
506,2014-07-04,1,-80559.56789543021,Sole Trader,Sole Trader
507,2014-07-05,1,256451.62820236705,Sole Trader,Sole Trader
508,2014-07-06,1,213126.13875511452,Sole Trader,Sole Trader
509,2014-07-07,1,43251.21002153758,Sole Trader,Sole Trader
510,2014-07-08,1,82573.00570238213,Sole Trader,Sole Trader
511,2014-07-09,1,-100449.13544201945,Sole Trader,Sole Trader
512,2014-07-10,1,-79830.86161798236,Sole Trader,Sole Trader
513,2014-07-11,1,107829.3773576743,Sole Trader,Sole Trader
514,2014-07-12,1,-73685.558124942,Sole Trader,Sole Trader
515,2014-07-13,1,10013.040785496327,Sole Trader,Sole Trader
516,2014-07-14,1,111092.31894356501,Sole Trader,Sole Trader
517,2014-07-15,1,188915.12878888223,Sole Trader,Sole Trader
518,2014-07-16,1,293699.5850146044,Sole Trader,Sole Trader
519,2014-07-16,1,141968.9040667537,Sole Trader,Sole Trader
520,2014-07-17,1,-34566.336067816475,Sole Trader,Sole Trader
521,2014-07-19,1,-213532.80385567434,Sole Trader,Sole Trader
522,2014-07-20,1,-211247.00770608304,Sole Trader,Sole Trader
523,2014-07-21,1,-440197.16071719385,Sole Trader,Sole Trader
524,2014-07-22,1,-60322.91637871912,Sole Trader,Sole Trader
525,2014-07-24,1,-156722.47760429743,Sole Trader,Sole Trader
526,2014-07-25,1,-440041.67746412946,Sole Trader,Sole Trader
527,2014-07-26,1,34745.76994853452,Sole Trader,Sole Trader
528,2014-07-28,1,-95844.15878290155,Sole Trader,Sole Trader
529,2014-07-28,1,143746.15053205454,Sole Trader,Sole Trader
530,2014-07-30,1,-62059.43959355913,Sole Trader,Sole Trader
531,2014-07-31,1,-204295.86366551992,Sole Trader,Sole Trader
532,2014-08-01,1,-102306.94774137884,Sole Trader,Sole Trader
533,2014-08-02,1,-186421.47447637204,Sole Trader,Sole Trader
534,2014-08-03,1,-16000.137506000669,Sole Trader,Sole Trader
535,2014-08-04,1,-57617.112993701536,Sole Trader,Sole Trader
536,2014-08-04,1,-88838.37290639822,Sole Trader,Sole Trader
537,2014-08-05,1,123958.27470162965,Sole Trader,Sole Trader
538,2014-08-06,1,-101432.17223595448,Sole Trader,Sole Trader
539,2014-08-07,1,54262.94700594846,Sole Trader,Sole Trader
540,2014-08-08,1,-261070.16861767616,Sole Trader,Sole Trader
541,2014-08-08,1,98258.67454902775,Sole Trader,Sole Trader
542,2014-08-09,1,13903.826986495435,Sole Trader,Sole Trader
543,2014-08-10,1,88530.26151364011,Sole Trader,Sole Trader
544,2014-08-11,1,-35284.433852477145,Sole Trader,Sole Trader
545,2014-08-11,1,-97857.03930841284,Sole Trader,Sole Trader
546,2014-08-13,1,-80386.48142771225,Sole Trader,Sole Trader
547,2014-08-15,1,-78453.38729547267,Sole Trader,Sole Trader
548,2014-08-16,1,-309201.7203244453,Sole Trader,Sole Trader
549,2014-08-17,1,-204295.86366551992,Sole Trader,Sole Trader
550,2014-08-18,1,-53891.456890829984,Sole Trader,Sole Trader
551,2014-08-19,1,-70519.25707401265,Sole Trader,Sole Trader
552,2014-08-20,1,-56258.88174828011,Sole Trader,Sole Trader
553,2014-08-21,1,115125.32778164448,Sole Trader,Sole Trader
554,2014-08-23,1,2998.6203246919613,Sole Trader,Sole Trader
555,2014-08-23,1,-74142.5938590473,Sole Trader,Sole Trader
556,2014-08-25,1,22877.92354715313,Sole Trader,Sole Trader
557,2014-08-25,1,-33877.35090267492,Sole Trader,Sole Trader
558,2014-08-27,1,30542.195172034786,Sole Trader,Sole Trader
559,2014-08-28,1,-143076.2560668654,Sole Trader,Sole Trader
560,2014-08-30,1,-105760.08300186762,Sole Trader,Sole Trader
561,2014-08-31,1,-52962.92021632849,Sole Trader,Sole Trader
562,2014-09-01,1,-187333.17219309538,Sole Trader,Sole Trader
563,2014-09-01,1,149814.73478193243,Sole Trader,Sole Trader
564,2014-09-02,1,-204295.86366551992,Sole Trader,Sole Trader
565,2014-09-04,1,30202.804383705196,Sole Trader,Sole Trader
566,2014-09-05,1,-242207.47887863012,Sole Trader,Sole Trader
567,2014-09-06,1,-204295.86366551992,Sole Trader,Sole Trader
568,2014-09-07,1,-33090.21693403646,Sole Trader,Sole Trader
569,2014-09-08,1,8082.052155641984,Sole Trader,Sole Trader
570,2014-09-08,1,-204295.86366551992,Sole Trader,Sole Trader
571,2014-09-09,1,-65101.43502289796,Sole Trader,Sole Trader
572,2014-09-10,1,-46626.69422094131,Sole Trader,Sole Trader
573,2014-09-10,1,-11592.79463808256,Sole Trader,Sole Trader
574,2014-09-11,1,-71275.69929634308,Sole Trader,Sole Trader
575,2014-09-12,1,-30000.797087991465,Sole Trader,Sole Trader
576,2014-09-13,1,-188918.36748529956,Sole Trader,Sole Trader
577,2014-09-14,1,20000.734292497975,Sole Trader,Sole Trader
578,2014-09-15,1,-240667.2532707839,Sole Trader,Sole Trader
579,2014-09-16,1,-115336.33299949068,Sole Trader,Sole Trader
580,2014-09-16,1,-87649.75607428061,Sole Trader,Sole Trader
581,2014-09-17,1,-37854.644908406335,Sole Trader,Sole Trader
582,2014-09-19,1,-110767.36245568201,Sole Trader,Sole Trader
583,2014-09-20,1,-124883.21731240411,Sole Trader,Sole Trader
584,2014-09-22,1,-51780.528787898016,Sole Trader,Sole Trader
585,2014-09-23,1,-206060.24429653396,Sole Trader,Sole Trader
586,2014-09-24,1,-20235.719967799203,Sole Trader,Sole Trader
587,2014-09-25,1,184541.9193538634,Sole Trader,Sole Trader
588,2014-09-27,1,-204295.86366551992,Sole Trader,Sole Trader
589,2014-09-29,1,-204295.86366551992,Sole Trader,Sole Trader
590,2014-09-29,1,-593898.0655220393,Sole Trader,Sole Trader
591,2014-09-30,1,-131823.71236974956,Sole Trader,Sole Trader
592,2014-10-02,1,105030.94199031353,Sole Trader,Sole Trader
593,2014-10-03,1,-395758.4273741725,Sole Trader,Sole Trader
594,2014-10-03,1,88175.62607823272,Sole Trader,Sole Trader
595,2014-10-05,1,49251.68936733887,Sole Trader,Sole Trader
596,2014-10-05,1,45402.54757409412,Sole Trader,Sole Trader
597,2014-10-06,1,-52262.39527849856,Sole Trader,Sole Trader
598,2014-10-07,1,-15458.092113091028,Sole Trader,Sole Trader
599,2014-10-08,1,122707.68726565398,Sole Trader,Sole Trader
600,2014-10-09,1,-41610.14245854571,Sole Trader,Sole Trader
601,2014-10-10,1,-204295.86366551992,Sole Trader,Sole Trader
602,2014-10-11,1,-135616.66862939185,Sole Trader,Sole Trader
603,2014-10-12,1,43485.77108534021,Sole Trader,Sole Trader
604,2014-10-14,1,34622.25389033847,Sole Trader,Sole Trader
605,2014-10-15,1,-146686.89404063905,Sole Trader,Sole Trader
606,2014-10-15,1,-60174.42784752112,Sole Trader,Sole Trader
607,2014-10-16,1,-35829.25283987503,Sole Trader,Sole Trader
608,2014-10-18,1,16421.906613174535,Sole Trader,Sole Trader
609,2014-10-18,1,-13336.474536510883,Sole Trader,Sole Trader
610,2014-10-19,1,-69951.85454901145,Sole Trader,Sole Trader
611,2014-10-19,1,-40559.12223182552,Sole Trader,Sole Trader
612,2014-10-20,1,144238.71661891084,Sole Trader,Sole Trader
613,2014-10-22,1,275920.39895013557,Sole Trader,Sole Trader
614,2014-10-23,1,44424.66318743839,Sole Trader,Sole Trader
615,2014-10-23,1,243400.1857822482,Sole Trader,Sole Trader
616,2014-10-24,1,21654.22175701981,Sole Trader,Sole Trader
617,2014-10-25,1,-100582.94619216648,Sole Trader,Sole Trader
618,2014-10-27,1,-67101.409223692,Sole Trader,Sole Trader
619,2014-10-28,1,118266.08949354512,Sole Trader,Sole Trader
620,2014-10-30,1,-368851.7568757592,Sole Trader,Sole Trader
621,2014-10-30,1,-83880.53226820665,Sole Trader,Sole Trader
622,2014-10-31,1,-183847.59903648388,Sole Trader,Sole Trader
623,2014-11-02,1,-204295.86366551992,Sole Trader,Sole Trader
624,2014-11-02,1,-41598.511582388746,Sole Trader,Sole Trader
625,2014-11-03,1,51747.60048332714,Sole Trader,Sole Trader
626,2014-11-04,1,118751.04337947018,Sole Trader,Sole Trader
627,2014-11-05,1,-30233.19191376309,Sole Trader,Sole Trader
628,2014-11-06,1,214696.27666848194,Sole Trader,Sole Trader
629,2014-11-07,1,-78616.72569205124,Sole Trader,Sole Trader
630,2014-11-08,1,-293043.8217096547,Sole Trader,Sole Trader
631,2014-11-09,1,-5195.691280460393,Sole Trader,Sole Trader
632,2014-11-10,1,68751.67823701171,Sole Trader,Sole Trader
633,2014-11-11,1,-148474.4908722327,Sole Trader,Sole Trader
634,2014-11-12,1,96704.44937484118,Sole Trader,Sole Trader
635,2014-11-13,1,-124845.72317377453,Sole Trader,Sole Trader
636,2014-11-13,1,199267.47911283642,Sole Trader,Sole Trader
637,2014-11-14,1,17560.740461010195,Sole Trader,Sole Trader
638,2014-11-16,1,-14306.159610993316,Sole Trader,Sole Trader
639,2014-11-17,1,-77843.73300625986,Sole Trader,Sole Trader
640,2014-11-18,1,-151443.9223888377,Sole Trader,Sole Trader
641,2014-11-18,1,-119093.48053467234,Sole Trader,Sole Trader
642,2014-11-19,1,-48089.411022230604,Sole Trader,Sole Trader
643,2014-11-21,1,-18903.58480482566,Sole Trader,Sole Trader
644,2014-11-22,1,-172151.3510795001,Sole Trader,Sole Trader
645,2014-11-23,1,23239.746033971693,Sole Trader,Sole Trader
646,2014-11-24,1,197002.12050803268,Sole Trader,Sole Trader
647,2014-11-25,1,-28397.47726684119,Sole Trader,Sole Trader
648,2014-11-26,1,-171793.11199577947,Sole Trader,Sole Trader
649,2014-11-26,1,50071.55984902487,Sole Trader,Sole Trader
650,2014-11-27,1,25282.650213688,Sole Trader,Sole Trader
651,2014-11-28,1,-204295.86366551992,Sole Trader,Sole Trader
652,2014-11-29,1,-129978.28508081492,Sole Trader,Sole Trader
653,2014-11-30,1,-210931.96178908285,Sole Trader,Sole Trader
654,2014-01-02,2,-204295.86366551992,Sole Trader,Limited Company
655,2014-01-02,2,-112257.12686453566,Sole Trader,Limited Company
656,2014-01-03,2,-402211.91365624574,Sole Trader,Limited Company
657,2014-01-05,2,-204295.86366551992,Sole Trader,Limited Company
658,2014-01-07,2,-364516.43636106723,Sole Trader,Limited Company
659,2014-01-08,2,-154759.03083310515,Sole Trader,Limited Company
660,2014-01-09,2,164452.59226847388,Sole Trader,Limited Company
661,2014-01-10,2,-36371.35896843037,Sole Trader,Limited Company
662,2014-01-11,2,-65711.02857646506,Sole Trader,Limited Company
663,2014-01-12,2,492276.3983404233,Sole Trader,Limited Company
664,2014-01-12,2,240454.6284357183,Sole Trader,Limited Company
665,2014-01-13,2,79521.20146625821,Sole Trader,Limited Company
666,2014-01-15,2,183043.3280311639,Sole Trader,Limited Company
667,2014-01-15,2,193615.50090222398,Sole Trader,Limited Company
668,2014-01-17,2,105697.11079787649,Sole Trader,Limited Company
669,2014-01-18,2,-184994.09569828893,Sole Trader,Limited Company
670,2014-01-19,2,125797.65373251052,Sole Trader,Limited Company
671,2014-01-20,2,24079.821240469988,Sole Trader,Limited Company
672,2014-01-21,2,446385.4352176084,Sole Trader,Limited Company
673,2014-01-21,2,407354.56327980227,Sole Trader,Limited Company
674,2014-01-22,2,267814.9031042532,Sole Trader,Limited Company
675,2014-01-24,2,218722.76654725324,Sole Trader,Limited Company
676,2014-01-25,2,72556.28055672237,Sole Trader,Limited Company
677,2014-01-26,2,138684.56328835146,Sole Trader,Limited Company
678,2014-01-26,2,365577.83279862086,Sole Trader,Limited Company
679,2014-01-28,2,72830.96763713617,Sole Trader,Limited Company
680,2014-01-30,2,58419.168223995366,Sole Trader,Limited Company
681,2014-01-31,2,-3971.17968171736,Sole Trader,Limited Company
682,2014-02-01,2,-113625.59206626232,Sole Trader,Limited Company
683,2014-02-02,2,-102414.25750477308,Sole Trader,Limited Company
684,2014-02-02,2,-92638.17711009637,Sole Trader,Limited Company
685,2014-02-03,2,82526.1380290952,Sole Trader,Limited Company
686,2014-02-04,2,374233.18869049655,Sole Trader,Limited Company
687,2014-02-05,2,255568.93681778276,Sole Trader,Limited Company
688,2014-02-06,2,96175.36091968691,Sole Trader,Limited Company
689,2014-02-07,2,3463.895861401048,Sole Trader,Limited Company
690,2014-02-08,2,-112268.30222334966,Sole Trader,Limited Company
691,2014-02-09,2,55984.458393685985,Sole Trader,Limited Company
692,2014-02-10,2,85947.70087641285,Sole Trader,Limited Company
693,2014-02-12,2,-205486.95041389714,Sole Trader,Limited Company
694,2014-02-13,2,-83255.5725962703,Sole Trader,Limited Company
695,2014-02-14,2,-28956.488150124234,Sole Trader,Limited Company
696,2014-02-15,2,114389.53567886166,Sole Trader,Limited Company
697,2014-02-16,2,728.4838490909315,Sole Trader,Limited Company
698,2014-02-18,2,181725.12157627736,Sole Trader,Limited Company
699,2014-02-18,2,-145384.8584514277,Sole Trader,Limited Company
700,2014-02-20,2,187384.95493040403,Sole Trader,Limited Company
701,2014-02-21,2,430618.7450195613,Sole Trader,Limited Company
702,2014-02-22,2,148627.91977397143,Sole Trader,Limited Company
703,2014-02-24,2,-250863.66482433077,Sole Trader,Limited Company
704,2014-02-24,2,24708.67811634054,Sole Trader,Limited Company
705,2014-02-26,2,26480.41788309533,Sole Trader,Limited Company
706,2014-02-27,2,42146.71205875365,Sole Trader,Limited Company
707,2014-02-27,2,-53952.17229134304,Sole Trader,Limited Company
708,2014-02-28,2,90125.705946061,Sole Trader,Limited Company
709,2014-03-01,2,77576.32461874734,Sole Trader,Limited Company
710,2014-03-02,2,301402.0796058644,Sole Trader,Limited Company
711,2014-03-03,2,93578.18323705439,Sole Trader,Limited Company
712,2014-03-04,2,311372.8481129231,Sole Trader,Limited Company
713,2014-03-05,2,-103603.61328724706,Sole Trader,Limited Company
714,2014-03-06,2,227826.9588610609,Sole Trader,Limited Company
715,2014-03-06,2,-204295.86366551992,Sole Trader,Limited Company
716,2014-03-08,2,-10871.4778641983,Sole Trader,Limited Company
717,2014-03-10,2,-349183.5606352419,Sole Trader,Limited Company
718,2014-03-10,2,-224920.92975927098,Sole Trader,Limited Company
719,2014-03-11,2,345913.1288577329,Sole Trader,Limited Company
720,2014-03-12,2,-217571.88625832667,Sole Trader,Limited Company
721,2014-03-13,2,254396.41493178316,Sole Trader,Limited Company
722,2014-03-15,2,186517.52843811276,Sole Trader,Limited Company
723,2014-03-16,2,-32173.736285212013,Sole Trader,Limited Company
724,2014-03-17,2,8592.737710140587,Sole Trader,Limited Company
725,2014-03-18,2,-86232.84407247802,Sole Trader,Limited Company
726,2014-03-19,2,-17898.470603668422,Sole Trader,Limited Company
727,2014-03-20,2,170730.63351525337,Sole Trader,Limited Company
